Transaction ID,Date,Customer Name,Unique Customer Name,Product Name,Category,Region,Sales Value,Discount,Profit Margin,Payment Method,Year,Month,Week,First Sale,Cohort Group,Repeated Customer Fixed,Repeated Customer Yes/No,Count Yes Reap,Count No Reap,SN. Total Unique Customer,SN. Total Repeating Customer,SN. Total Non Repeating Customer,Retention Rate
T0462,4/6/2025,Customer_273,Repeated,Product D,Electronics,West,210.66,24.39,27.93,Bank Transfer,2025,4,15,30/10/2024,25-Apr,Repeated,Yes,1,0,,,,
T0463,4/7/2025,Customer_62,Repeated,Product C,Household,East,466.79,18.19,35.58,Cash,2025,4,15,2/4/2024,25-Apr,Repeated,Yes,1,0,,,,
T0464,4/8/2025,Customer_84,Customer_84,Product D,Electronics,West,152.9,18.77,36.01,Cash,2025,4,15,8/4/2025,25-Apr,Customer_84,Yes,1,0,,,,
T0465,4/9/2025,Customer_217,Repeated,Product D,Electronics,West,335.46,40.48,43.93,Mobile Payment,2025,4,15,9/3/2024,25-Apr,Repeated,Yes,1,0,,,,
T0466,4/10/2025,Customer_187,Repeated,Product A,Household,North,149.93,17.08,45.4,Mobile Payment,2025,4,15,5/5/2024,25-Apr,Repeated,Yes,1,0,,,,
T0467,4/11/2025,Customer_19,Customer_19,Product C,Household,West,194.75,11.24,59.01,Cash,2025,4,15,11/4/2025,25-Apr,Customer_19,Yes,1,0,,,,
T0468,4/12/2025,Customer_177,Repeated,Product B,Groceries,West,431.62,5.15,24.39,Credit Card,2025,4,15,22/03/2025,25-Apr,Repeated,Yes,1,0,,,,
T0469,4/13/2025,Customer_100,Repeated,Product A,Groceries,South,377.99,23.87,72.21,Credit Card,2025,4,16,11/1/2024,25-Apr,Repeated,Yes,1,0,,,,
T0470,4/14/2025,Customer_233,Repeated,Product C,Cosmetics,South,92.93,24.62,25.08,Bank Transfer,2025,4,16,26/05/2024,25-Apr,Repeated,Yes,1,0,,,,
T0471,4/15/2025,Customer_76,Repeated,Product A,Household,East,242.92,42.2,37.93,Cash,2025,4,16,12/1/2025,25-Apr,Repeated,Yes,1,0,,,,
T0472,4/16/2025,Customer_265,Repeated,Product B,Groceries,South,63.13,11.84,55.3,Mobile Payment,2025,4,16,10/2/2024,25-Apr,Repeated,Yes,1,0,,,,
T0473,4/17/2025,Customer_284,Repeated,Product B,Cosmetics,South,266.4,19.67,81.68,Credit Card,2025,4,16,8/5/2024,25-Apr,Repeated,Yes,1,0,,,,
T0474,4/18/2025,Customer_206,Repeated,Product C,Cosmetics,South,348.1,40.61,76.55,Bank Transfer,2025,4,16,15/02/2024,25-Apr,Repeated,Yes,1,0,,,,
T0475,4/19/2025,Customer_223,Repeated,Product B,Cosmetics,South,103.33,41.36,68.1,Cash,2025,4,16,20/10/2024,25-Apr,Repeated,Yes,1,0,,,,
T0476,4/20/2025,Customer_52,Repeated,Product A,Groceries,North,180,19.85,24.02,Credit Card,2025,4,17,24/04/2024,25-Apr,Repeated,Yes,1,0,,,,
T0477,4/21/2025,Customer_144,Repeated,Product B,Household,South,229.03,23.5,59.23,Cash,2025,4,17,11/7/2024,25-Apr,Repeated,Yes,1,0,,,,
T0478,4/22/2025,Customer_69,Repeated,Product A,Electronics,North,463.79,15.86,17.87,Cash,2025,4,17,9/1/2025,25-Apr,Repeated,Yes,1,0,,,,
T0479,4/23/2025,Customer_99,Repeated,Product A,Cosmetics,North,496.96,46.7,43.96,Credit Card,2025,4,17,5/4/2024,25-Apr,Repeated,Yes,1,0,,,,
T0480,4/24/2025,Customer_25,Customer_25,Product B,Groceries,South,70.21,6.81,47.22,Credit Card,2025,4,17,24/04/2025,25-Apr,Customer_25,Yes,1,0,,,,
T0481,4/25/2025,Customer_53,Repeated,Product C,Groceries,West,392.45,46.75,13.58,Credit Card,2025,4,17,11/2/2024,25-Apr,Repeated,Yes,1,0,,,,
T0482,4/26/2025,Customer_151,Repeated,Product D,Electronics,North,217.28,34.51,34.66,Cash,2025,4,17,26/07/2024,25-Apr,Repeated,Yes,1,0,,,,
T0483,4/27/2025,Customer_144,Repeated,Product B,Electronics,West,226.61,27.05,96.01,Cash,2025,4,18,11/7/2024,25-Apr,Repeated,Yes,1,0,,,,
T0484,4/28/2025,Customer_57,Customer_57,Product A,Groceries,West,389.42,2.6,95.83,Bank Transfer,2025,4,18,28/04/2025,25-Apr,Customer_57,No,0,1,,,,
T0485,4/29/2025,Customer_39,Repeated,Product A,Household,South,463.29,24.3,41.71,Mobile Payment,2025,4,18,23/07/2024,25-Apr,Repeated,Yes,1,0,,,,
T0486,4/30/2025,Customer_109,Customer_109,Product B,Electronics,East,477.92,20.98,13.88,Cash,2025,4,18,30/04/2025,25-Apr,Customer_109,Yes,1,0,,,,
T0487,5/1/2025,Customer_181,Repeated,Product C,Groceries,South,309.71,8.9,26.12,Mobile Payment,2025,5,18,8/10/2024,25-May,Repeated,Yes,1,0,,,,
T0488,5/2/2025,Customer_42,Repeated,Product C,Electronics,East,210.7,33.16,45.3,Credit Card,2025,5,18,19/04/2024,25-May,Repeated,Yes,1,0,,,,
T0489,5/3/2025,Customer_186,Repeated,Product A,Household,East,404.4,48.59,95.3,Cash,2025,5,18,20/11/2024,25-May,Repeated,Yes,1,0,,,,
T0490,5/4/2025,Customer_223,Repeated,Product A,Cosmetics,South,162.95,28.55,22.71,Bank Transfer,2025,5,19,20/10/2024,25-May,Repeated,Yes,1,0,,,,
T0491,5/5/2025,Customer_122,Repeated,Product C,Electronics,South,303.83,36.02,78.72,Bank Transfer,2025,5,19,8/1/2024,25-May,Repeated,Yes,1,0,,,,
T0492,5/6/2025,Customer_133,Customer_133,Product D,Household,East,211.36,4.35,19.78,Mobile Payment,2025,5,19,6/5/2025,25-May,Customer_133,Yes,1,0,,,,
T0493,5/7/2025,Customer_163,Repeated,Product B,Groceries,South,345.48,21.47,98.31,Credit Card,2025,5,19,22/03/2024,25-May,Repeated,Yes,1,0,,,,
T0494,5/8/2025,Customer_215,Repeated,Product A,Electronics,East,158.18,6.7,44.35,Mobile Payment,2025,5,19,9/1/2024,25-May,Repeated,Yes,1,0,,,,
T0495,5/9/2025,Customer_221,Customer_221,Product A,Electronics,West,136.22,31.03,79.77,Credit Card,2025,5,19,9/5/2025,25-May,Customer_221,No,0,1,,,,
T0496,5/10/2025,Customer_235,Customer_235,Product C,Groceries,South,463.21,46.99,40.83,Bank Transfer,2025,5,19,10/5/2025,25-May,Customer_235,Yes,1,0,,,,
T0497,5/11/2025,Customer_146,Customer_146,Product B,Cosmetics,West,95.81,33.43,66.49,Mobile Payment,2025,5,20,11/5/2025,25-May,Customer_146,Yes,1,0,,,,
T0498,5/12/2025,Customer_239,Repeated,Product C,Groceries,North,277.68,4.76,27.28,Bank Transfer,2025,5,20,29/12/2024,25-May,Repeated,Yes,1,0,,,,
T0499,5/13/2025,Customer_76,Repeated,Product B,Electronics,West,149.38,18.38,23.14,Bank Transfer,2025,5,20,12/1/2025,25-May,Repeated,Yes,1,0,,,,
T0500,5/14/2025,Customer_9,Repeated,Product B,Groceries,West,67.52,27.98,94.43,Credit Card,2025,5,20,16/03/2024,25-May,Repeated,Yes,1,0,,,,
T0501,5/15/2025,Customer_74,Customer_74,Product B,Household,East,66.21,20.76,92.59,Mobile Payment,2025,5,20,15/05/2025,25-May,Customer_74,No,0,1,,,,
T0502,5/16/2025,Customer_253,Repeated,Product A,Groceries,West,128.85,41.85,89.87,Mobile Payment,2025,5,20,21/01/2024,25-May,Repeated,Yes,1,0,,,,
T0503,5/17/2025,Customer_230,Repeated,Product D,Electronics,South,440.05,40.92,66.29,Bank Transfer,2025,5,20,13/09/2024,25-May,Repeated,Yes,1,0,,,,
T0504,5/18/2025,Customer_7,Customer_7,Product C,Groceries,East,177.12,30.98,82.74,Bank Transfer,2025,5,21,18/05/2025,25-May,Customer_7,Yes,1,0,,,,
T0505,5/19/2025,Customer_174,Repeated,Product D,Cosmetics,North,477.71,19.3,16.21,Credit Card,2025,5,21,23/10/2024,25-May,Repeated,Yes,1,0,,,,
T0506,5/20/2025,Customer_141,Customer_141,Product C,Groceries,South,311.73,13.51,40.13,Cash,2025,5,21,20/05/2025,25-May,Customer_141,Yes,1,0,,,,
T0507,5/21/2025,Customer_168,Repeated,Product B,Cosmetics,North,246.48,6.19,38.23,Cash,2025,5,21,25/02/2025,25-May,Repeated,Yes,1,0,,,,
T0508,5/22/2025,Customer_170,Repeated,Product A,Household,West,311.04,18.39,67.21,Bank Transfer,2025,5,21,25/01/2024,25-May,Repeated,Yes,1,0,,,,
T0509,5/23/2025,Customer_283,Repeated,Product D,Cosmetics,South,282.51,21.25,42.04,Cash,2025,5,21,16/04/2024,25-May,Repeated,Yes,1,0,,,,
T0510,5/24/2025,Customer_122,Repeated,Product A,Groceries,South,391.45,34.12,23.37,Cash,2025,5,21,8/1/2024,25-May,Repeated,Yes,1,0,,,,
T0511,5/25/2025,Customer_194,Repeated,Product C,Electronics,North,177.12,33.25,63.68,Cash,2025,5,22,27/08/2024,25-May,Repeated,Yes,1,0,,,,
T0512,5/26/2025,Customer_5,Repeated,Product A,Cosmetics,South,208.87,4.44,83.29,Cash,2025,5,22,13/04/2024,25-May,Repeated,Yes,1,0,,,,
T0513,5/27/2025,Customer_29,Repeated,Product A,Household,South,452.34,20.37,44.39,Bank Transfer,2025,5,22,1/5/2024,25-May,Repeated,Yes,1,0,,,,
T0514,5/28/2025,Customer_165,Repeated,Product D,Cosmetics,South,475.91,9.91,21.9,Cash,2025,5,22,30/05/2024,25-May,Repeated,Yes,1,0,,,,
T0515,5/29/2025,Customer_136,Repeated,Product B,Cosmetics,West,451.65,8.68,27.7,Cash,2025,5,22,18/03/2024,25-May,Repeated,Yes,1,0,,,,
T0516,5/30/2025,Customer_145,Repeated,Product A,Cosmetics,North,238.75,41.54,31.37,Credit Card,2025,5,22,16/12/2024,25-May,Repeated,Yes,1,0,,,,
T0517,5/31/2025,Customer_217,Repeated,Product B,Household,South,401.16,3.05,36.99,Bank Transfer,2025,5,22,9/3/2024,25-May,Repeated,Yes,1,0,,,,
T0518,6/1/2025,Customer_132,Customer_132,Product C,Groceries,East,264.35,21.54,67.85,Mobile Payment,2025,6,23,1/6/2025,25-Jun,Customer_132,Yes,1,0,,,,
T0519,6/2/2025,Customer_292,Customer_292,Product A,Cosmetics,East,273.89,9.24,64.09,Mobile Payment,2025,6,23,2/6/2025,25-Jun,Customer_292,Yes,1,0,,,,
T0520,6/3/2025,Customer_70,Customer_70,Product D,Cosmetics,East,142.11,44.09,72.65,Credit Card,2025,6,23,3/6/2025,25-Jun,Customer_70,Yes,1,0,,,,
T0521,6/4/2025,Customer_252,Repeated,Product C,Electronics,East,316.01,28.29,42.63,Credit Card,2025,6,23,1/3/2024,25-Jun,Repeated,Yes,1,0,,,,
T0522,6/5/2025,Customer_275,Repeated,Product C,Household,West,133.76,12.34,84.16,Bank Transfer,2025,6,23,18/12/2024,25-Jun,Repeated,Yes,1,0,,,,
T0523,6/6/2025,Customer_182,Customer_182,Product D,Cosmetics,South,199.2,25.62,28.37,Mobile Payment,2025,6,23,6/6/2025,25-Jun,Customer_182,Yes,1,0,,,,
T0524,6/7/2025,Customer_167,Repeated,Product A,Household,North,434.76,36.84,52.21,Cash,2025,6,23,5/2/2024,25-Jun,Repeated,Yes,1,0,,,,
T0525,6/8/2025,Customer_91,Customer_91,Product A,Cosmetics,South,143.18,47.95,82.08,Credit Card,2025,6,24,8/6/2025,25-Jun,Customer_91,No,0,1,,,,
T0526,6/9/2025,Customer_202,Repeated,Product C,Groceries,West,82.02,11.8,26.21,Mobile Payment,2025,6,24,26/02/2024,25-Jun,Repeated,Yes,1,0,,,,
T0527,6/10/2025,Customer_19,Repeated,Product A,Groceries,East,81.05,44.42,19.89,Bank Transfer,2025,6,24,11/4/2025,25-Jun,Repeated,Yes,1,0,,,,
T0528,6/11/2025,Customer_39,Repeated,Product B,Cosmetics,West,473.35,46.78,89.53,Cash,2025,6,24,23/07/2024,25-Jun,Repeated,Yes,1,0,,,,
T0529,6/12/2025,Customer_126,Repeated,Product D,Groceries,South,278.11,45.9,40.86,Bank Transfer,2025,6,24,24/06/2024,25-Jun,Repeated,Yes,1,0,,,,
T0530,6/13/2025,Customer_173,Repeated,Product B,Cosmetics,North,234.24,32.14,71.55,Credit Card,2025,6,24,10/11/2024,25-Jun,Repeated,Yes,1,0,,,,
T0531,6/14/2025,Customer_141,Repeated,Product A,Groceries,West,414.9,31.86,12.28,Mobile Payment,2025,6,24,20/05/2025,25-Jun,Repeated,Yes,1,0,,,,
T0532,6/15/2025,Customer_242,Repeated,Product C,Electronics,North,426.12,20.76,72.1,Mobile Payment,2025,6,25,9/2/2024,25-Jun,Repeated,Yes,1,0,,,,
T0533,6/16/2025,Customer_220,Repeated,Product D,Electronics,West,199.49,37.87,38.45,Mobile Payment,2025,6,25,20/06/2024,25-Jun,Repeated,Yes,1,0,,,,
T0534,6/17/2025,Customer_126,Repeated,Product A,Electronics,North,362.13,27.03,15.02,Mobile Payment,2025,6,25,24/06/2024,25-Jun,Repeated,Yes,1,0,,,,
T0535,6/18/2025,Customer_58,Repeated,Product A,Household,North,397.01,34.19,64.88,Cash,2025,6,25,22/10/2024,25-Jun,Repeated,Yes,1,0,,,,
T0536,6/19/2025,Customer_148,Repeated,Product C,Household,East,344.59,21.99,31.67,Cash,2025,6,25,17/07/2024,25-Jun,Repeated,Yes,1,0,,,,
T0537,6/20/2025,Customer_1,Repeated,Product C,Electronics,North,118.22,36.84,44.81,Bank Transfer,2025,6,25,28/12/2024,25-Jun,Repeated,Yes,1,0,,,,
T0538,6/21/2025,Customer_190,Repeated,Product B,Household,East,444.15,41.4,17.25,Cash,2025,6,25,28/01/2024,25-Jun,Repeated,Yes,1,0,,,,
T0539,6/22/2025,Customer_191,Repeated,Product D,Groceries,South,292.59,8.18,23.24,Credit Card,2025,6,26,22/02/2024,25-Jun,Repeated,Yes,1,0,,,,
T0540,6/23/2025,Customer_117,Repeated,Product D,Cosmetics,South,177.11,41.81,36.82,Credit Card,2025,6,26,22/12/2024,25-Jun,Repeated,Yes,1,0,,,,
T0541,6/24/2025,Customer_134,Repeated,Product C,Cosmetics,East,241.35,27.47,18.08,Mobile Payment,2025,6,26,13/05/2024,25-Jun,Repeated,Yes,1,0,,,,
T0542,6/25/2025,Customer_58,Repeated,Product B,Cosmetics,East,66.91,42.39,91.97,Credit Card,2025,6,26,22/10/2024,25-Jun,Repeated,Yes,1,0,,,,
T0543,6/26/2025,Customer_44,Repeated,Product D,Electronics,West,107.54,22.13,10.54,Bank Transfer,2025,6,26,24/02/2024,25-Jun,Repeated,Yes,1,0,,,,
T0544,6/27/2025,Customer_173,Repeated,Product C,Household,West,394.5,19.57,53.55,Cash,2025,6,26,10/11/2024,25-Jun,Repeated,Yes,1,0,,,,
T0545,6/28/2025,Customer_160,Repeated,Product A,Groceries,West,50.01,45.84,21.09,Cash,2025,6,26,4/5/2024,25-Jun,Repeated,Yes,1,0,,,,
T0546,6/29/2025,Customer_173,Repeated,Product D,Groceries,South,237.45,13.31,37.69,Cash,2025,6,27,10/11/2024,25-Jun,Repeated,Yes,1,0,,,,
T0547,6/30/2025,Customer_149,Customer_149,Product B,Electronics,West,285.13,42.37,93.35,Credit Card,2025,6,27,30/06/2025,25-Jun,Customer_149,Yes,1,0,,,,
T0548,7/1/2025,Customer_80,Customer_80,Product B,Groceries,North,74.59,24.72,24.55,Cash,2025,7,27,1/7/2025,25-Jul,Customer_80,No,0,1,,,,
T0549,7/2/2025,Customer_213,Repeated,Product B,Groceries,North,487.89,26.19,96.92,Mobile Payment,2025,7,27,4/3/2024,25-Jul,Repeated,Yes,1,0,,,,
T0550,7/3/2025,Customer_203,Repeated,Product A,Groceries,West,151.76,16.11,28.52,Mobile Payment,2025,7,27,2/7/2024,25-Jul,Repeated,Yes,1,0,,,,
T0551,7/4/2025,Customer_252,Repeated,Product D,Groceries,North,186.89,29.08,76.74,Mobile Payment,2025,7,27,1/3/2024,25-Jul,Repeated,Yes,1,0,,,,
T0552,7/5/2025,Customer_229,Repeated,Product D,Household,South,186.77,16.94,59.2,Credit Card,2025,7,27,21/12/2024,25-Jul,Repeated,Yes,1,0,,,,
T0553,7/6/2025,Customer_164,Repeated,Product A,Groceries,North,153.69,2.92,89.6,Cash,2025,7,28,19/03/2025,25-Jul,Repeated,Yes,1,0,,,,
T0554,7/7/2025,Customer_227,Repeated,Product D,Cosmetics,South,50.66,14.33,59.86,Credit Card,2025,7,28,9/4/2024,25-Jul,Repeated,Yes,1,0,,,,
T0555,7/8/2025,Customer_147,Repeated,Product A,Electronics,East,378.21,1.31,58.11,Cash,2025,7,28,19/07/2024,25-Jul,Repeated,Yes,1,0,,,,
T0556,7/9/2025,Customer_20,Repeated,Product A,Household,East,485.08,48.94,27.59,Bank Transfer,2025,7,28,11/11/2024,25-Jul,Repeated,Yes,1,0,,,,
T0557,7/10/2025,Customer_47,Repeated,Product A,Groceries,East,150.93,48.32,24.96,Bank Transfer,2025,7,28,9/12/2024,25-Jul,Repeated,Yes,1,0,,,,
T0558,7/11/2025,Customer_233,Repeated,Product B,Household,East,348.37,20.36,92.48,Credit Card,2025,7,28,26/05/2024,25-Jul,Repeated,Yes,1,0,,,,
T0559,7/12/2025,Customer_14,Repeated,Product D,Groceries,North,383.85,36.69,39.51,Mobile Payment,2025,7,28,8/2/2024,25-Jul,Repeated,Yes,1,0,,,,
T0560,7/13/2025,Customer_143,Repeated,Product A,Cosmetics,West,431.79,17.94,43.49,Credit Card,2025,7,29,29/04/2024,25-Jul,Repeated,Yes,1,0,,,,
T0561,7/14/2025,Customer_1,Repeated,Product D,Electronics,North,240.18,33.88,78.38,Mobile Payment,2025,7,29,28/12/2024,25-Jul,Repeated,Yes,1,0,,,,
T0562,7/15/2025,Customer_54,Repeated,Product B,Groceries,South,186.32,40.47,40.49,Cash,2025,7,29,19/02/2024,25-Jul,Repeated,Yes,1,0,,,,
T0563,7/16/2025,Customer_259,Repeated,Product A,Groceries,North,196.38,47.39,95.69,Mobile Payment,2025,7,29,27/05/2024,25-Jul,Repeated,Yes,1,0,,,,
T0564,7/17/2025,Customer_144,Repeated,Product C,Groceries,North,370.68,20.61,76.41,Mobile Payment,2025,7,29,11/7/2024,25-Jul,Repeated,Yes,1,0,,,,
T0565,7/18/2025,Customer_12,Repeated,Product B,Groceries,South,417.55,39.38,63.77,Cash,2025,7,29,1/3/2025,25-Jul,Repeated,Yes,1,0,,,,
T0566,7/19/2025,Customer_224,Repeated,Product C,Electronics,East,131.73,14.03,89.28,Bank Transfer,2025,7,29,22/06/2024,25-Jul,Repeated,Yes,1,0,,,,
T0567,7/20/2025,Customer_272,Repeated,Product D,Electronics,East,216.92,49.53,14.46,Cash,2025,7,30,6/1/2025,25-Jul,Repeated,Yes,1,0,,,,
T0568,7/21/2025,Customer_156,Customer_156,Product D,Cosmetics,East,455.87,2.26,33.14,Credit Card,2025,7,30,21/07/2025,25-Jul,Customer_156,Yes,1,0,,,,
T0569,7/22/2025,Customer_8,Customer_8,Product B,Electronics,West,413.01,30.57,51.85,Credit Card,2025,7,30,22/07/2025,25-Jul,Customer_8,Yes,1,0,,,,
T0570,7/23/2025,Customer_122,Repeated,Product D,Groceries,South,493.19,33.32,30.43,Credit Card,2025,7,30,8/1/2024,25-Jul,Repeated,Yes,1,0,,,,
T0571,7/24/2025,Customer_164,Repeated,Product C,Cosmetics,South,389.41,34.71,76.95,Credit Card,2025,7,30,19/03/2025,25-Jul,Repeated,Yes,1,0,,,,
T0572,7/25/2025,Customer_90,Repeated,Product A,Cosmetics,North,226.94,6.9,92.73,Credit Card,2025,7,30,7/3/2025,25-Jul,Repeated,Yes,1,0,,,,
T0573,7/26/2025,Customer_136,Repeated,Product A,Cosmetics,West,315.79,46.99,48.14,Bank Transfer,2025,7,30,18/03/2024,25-Jul,Repeated,Yes,1,0,,,,
T0574,7/27/2025,Customer_186,Repeated,Product A,Groceries,East,347.46,9.88,40.79,Bank Transfer,2025,7,31,20/11/2024,25-Jul,Repeated,Yes,1,0,,,,
T0575,7/28/2025,Customer_178,Repeated,Product B,Household,West,85.31,31.51,96.54,Mobile Payment,2025,7,31,18/02/2025,25-Jul,Repeated,Yes,1,0,,,,
T0576,7/29/2025,Customer_28,Repeated,Product D,Groceries,South,295.02,11.91,50.04,Credit Card,2025,7,31,27/03/2024,25-Jul,Repeated,Yes,1,0,,,,
T0577,7/30/2025,Customer_220,Repeated,Product C,Electronics,South,369.19,16.05,54.01,Cash,2025,7,31,20/06/2024,25-Jul,Repeated,Yes,1,0,,,,
T0578,7/31/2025,Customer_41,Repeated,Product D,Electronics,North,125.29,27.78,41.65,Credit Card,2025,7,31,12/3/2024,25-Jul,Repeated,Yes,1,0,,,,
T0579,8/1/2025,Customer_228,Customer_228,Product D,Groceries,North,401.28,21.44,91.86,Bank Transfer,2025,8,31,1/8/2025,25-Aug,Customer_228,Yes,1,0,,,,
T0580,8/2/2025,Customer_192,Repeated,Product D,Groceries,South,312.7,8.85,61.21,Credit Card,2025,8,31,17/01/2024,25-Aug,Repeated,Yes,1,0,,,,
T0581,8/3/2025,Customer_145,Repeated,Product A,Cosmetics,East,478.5,9.38,78.6,Bank Transfer,2025,8,32,16/12/2024,25-Aug,Repeated,Yes,1,0,,,,
T0582,8/4/2025,Customer_201,Repeated,Product C,Groceries,East,69.09,21.49,83.06,Mobile Payment,2025,8,32,29/03/2024,25-Aug,Repeated,Yes,1,0,,,,
T0583,8/5/2025,Customer_212,Customer_212,Product C,Cosmetics,West,169.4,38.11,40.77,Mobile Payment,2025,8,32,5/8/2025,25-Aug,Customer_212,Yes,1,0,,,,
T0584,8/6/2025,Customer_220,Repeated,Product D,Electronics,South,320.7,45,49.03,Mobile Payment,2025,8,32,20/06/2024,25-Aug,Repeated,Yes,1,0,,,,
T0585,8/7/2025,Customer_240,Repeated,Product A,Cosmetics,South,183.45,5.12,86.36,Bank Transfer,2025,8,32,10/7/2024,25-Aug,Repeated,Yes,1,0,,,,
T0586,8/8/2025,Customer_46,Repeated,Product A,Groceries,East,371.49,20.26,42.69,Credit Card,2025,8,32,2/10/2024,25-Aug,Repeated,Yes,1,0,,,,
T0587,8/9/2025,Customer_35,Repeated,Product C,Electronics,East,391.55,5.91,81.45,Credit Card,2025,8,32,14/02/2024,25-Aug,Repeated,Yes,1,0,,,,
T0588,8/10/2025,Customer_253,Repeated,Product A,Household,South,96.13,1.81,94.69,Cash,2025,8,33,21/01/2024,25-Aug,Repeated,Yes,1,0,,,,
T0589,8/11/2025,Customer_82,Customer_82,Product A,Cosmetics,North,281.23,33.42,66.09,Bank Transfer,2025,8,33,11/8/2025,25-Aug,Customer_82,No,0,1,,,,
T0590,8/12/2025,Customer_256,Repeated,Product A,Electronics,South,279,30.52,76.75,Cash,2025,8,33,16/10/2024,25-Aug,Repeated,Yes,1,0,,,,
T0591,8/13/2025,Customer_197,Customer_197,Product B,Cosmetics,South,216.18,8.99,82.46,Mobile Payment,2025,8,33,13/08/2025,25-Aug,Customer_197,Yes,1,0,,,,
T0592,8/14/2025,Customer_10,Repeated,Product D,Electronics,East,469.82,12.46,86.05,Credit Card,2025,8,33,1/2/2025,25-Aug,Repeated,Yes,1,0,,,,
T0593,8/15/2025,Customer_286,Repeated,Product C,Electronics,East,422.38,2.16,45.55,Bank Transfer,2025,8,33,18/05/2024,25-Aug,Repeated,Yes,1,0,,,,
T0594,8/16/2025,Customer_242,Repeated,Product C,Cosmetics,North,363.74,41.91,14.61,Cash,2025,8,33,9/2/2024,25-Aug,Repeated,Yes,1,0,,,,
T0595,8/17/2025,Customer_251,Customer_251,Product B,Household,North,371.45,48.76,46.17,Cash,2025,8,34,17/08/2025,25-Aug,Customer_251,Yes,1,0,,,,
T0596,8/18/2025,Customer_5,Repeated,Product D,Electronics,West,257.77,7.64,70.64,Cash,2025,8,34,13/04/2024,25-Aug,Repeated,Yes,1,0,,,,
T0597,8/19/2025,Customer_119,Customer_119,Product C,Electronics,South,464.45,12.34,50.53,Credit Card,2025,8,34,19/08/2025,25-Aug,Customer_119,Yes,1,0,,,,
T0598,8/20/2025,Customer_289,Repeated,Product A,Electronics,East,362.57,43.55,77.41,Credit Card,2025,8,34,23/03/2024,25-Aug,Repeated,Yes,1,0,,,,
T0599,8/21/2025,Customer_65,Repeated,Product C,Household,North,378.04,46.4,42.13,Credit Card,2025,8,34,15/03/2024,25-Aug,Repeated,Yes,1,0,,,,
T0600,8/22/2025,Customer_146,Repeated,Product A,Household,West,437.76,21.56,67.13,Bank Transfer,2025,8,34,11/5/2025,25-Aug,Repeated,Yes,1,0,,,,
T0601,8/23/2025,Customer_224,Repeated,Product B,Groceries,West,173.33,3.48,26.78,Credit Card,2025,8,34,22/06/2024,25-Aug,Repeated,Yes,1,0,,,,
T0602,8/24/2025,Customer_239,Repeated,Product A,Cosmetics,East,413.18,2.93,77.44,Bank Transfer,2025,8,35,29/12/2024,25-Aug,Repeated,Yes,1,0,,,,
T0603,8/25/2025,Customer_177,Repeated,Product C,Household,East,137.86,29.12,59.11,Cash,2025,8,35,22/03/2025,25-Aug,Repeated,Yes,1,0,,,,
T0604,8/26/2025,Customer_267,Repeated,Product C,Cosmetics,West,205.4,20.25,28.37,Cash,2025,8,35,25/07/2024,25-Aug,Repeated,Yes,1,0,,,,
T0605,8/27/2025,Customer_282,Customer_282,Product C,Groceries,North,201.02,2.4,36.27,Mobile Payment,2025,8,35,27/08/2025,25-Aug,Customer_282,Yes,1,0,,,,
T0606,8/28/2025,Customer_63,Repeated,Product B,Cosmetics,West,490.34,29.58,77.37,Credit Card,2025,8,35,19/03/2024,25-Aug,Repeated,Yes,1,0,,,,
T0607,8/29/2025,Customer_217,Repeated,Product B,Household,South,435.44,1.55,53.43,Cash,2025,8,35,9/3/2024,25-Aug,Repeated,Yes,1,0,,,,
T0608,8/30/2025,Customer_283,Repeated,Product D,Cosmetics,South,365.53,39.58,29.44,Credit Card,2025,8,35,16/04/2024,25-Aug,Repeated,Yes,1,0,,,,
T0609,8/31/2025,Customer_177,Repeated,Product C,Household,East,377.18,16.02,97.05,Bank Transfer,2025,8,36,22/03/2025,25-Aug,Repeated,Yes,1,0,,,,
T0610,9/1/2025,Customer_98,Repeated,Product A,Cosmetics,North,302.93,2.97,74.36,Cash,2025,9,36,8/7/2024,25-Sep,Repeated,Yes,1,0,,,,
T0611,9/2/2025,Customer_105,Repeated,Product B,Household,North,476.19,29.83,96.14,Credit Card,2025,9,36,12/3/2025,25-Sep,Repeated,Yes,1,0,,,,
T0612,9/3/2025,Customer_99,Repeated,Product C,Household,South,273.32,20.49,48.44,Cash,2025,9,36,5/4/2024,25-Sep,Repeated,Yes,1,0,,,,
T0613,9/4/2025,Customer_6,Repeated,Product C,Cosmetics,West,221.23,48.72,52.76,Cash,2025,9,36,3/10/2024,25-Sep,Repeated,Yes,1,0,,,,
T0614,9/5/2025,Customer_197,Repeated,Product B,Groceries,East,123.37,27.67,90.82,Credit Card,2025,9,36,13/08/2025,25-Sep,Repeated,Yes,1,0,,,,
T0615,9/6/2025,Customer_133,Repeated,Product D,Electronics,West,403.79,14.49,57.25,Cash,2025,9,36,6/5/2025,25-Sep,Repeated,Yes,1,0,,,,
T0616,9/7/2025,Customer_259,Repeated,Product B,Groceries,West,380.5,35.76,73.66,Cash,2025,9,37,27/05/2024,25-Sep,Repeated,Yes,1,0,,,,
T0617,9/8/2025,Customer_23,Repeated,Product B,Cosmetics,West,222.96,14.3,32.7,Cash,2025,9,37,30/01/2025,25-Sep,Repeated,Yes,1,0,,,,
